"","Country","date","cumulative_number_of_deaths","cumulative_number_of_cases","Cumulative_number_of_tests","tests_cum_weekly"
"6467","South-East Asian Region (SEAR)",2024-01-25,612727,51517897,913952269,913952269
"6468","South-East Asian Region (SEAR)",2024-01-26,612727,51517897,913952269,913952269
"6469","South-East Asian Region (SEAR)",2024-01-27,612727,51517897,913952269,913952269
"6470","South-East Asian Region (SEAR)",2024-01-28,612727,51517897,913952269,913952269
"6471","South-East Asian Region (SEAR)",2024-01-29,612727,51517897,913952269,913952269
"6472","South-East Asian Region (SEAR)",2024-01-30,612727,51517897,913952269,913952269
"6473","South-East Asian Region (SEAR)",2024-01-31,612727,51517897,913952269,913952269
"6474","South-East Asian Region (SEAR)",2024-02-01,612727,51517897,913952269,913952269
"6475","South-East Asian Region (SEAR)",2024-02-02,612727,51517897,913952269,913952269
"6476","South-East Asian Region (SEAR)",2024-02-03,612727,51517897,913952269,913952269
"6477","South-East Asian Region (SEAR)",2024-02-04,612727,51517897,913952269,913952269
"6478","South-East Asian Region (SEAR)",2024-02-05,612727,51517897,913952269,913952269
"6479","South-East Asian Region (SEAR)",2024-02-06,612727,51517897,913952269,913952269
"6480","South-East Asian Region (SEAR)",2024-02-07,612727,51517897,913952269,913952269
"6481","South-East Asian Region (SEAR)",2024-02-08,612727,51517897,913952269,913952269
"6482","South-East Asian Region (SEAR)",2024-02-09,612727,51517897,913952269,913952269
"6483","South-East Asian Region (SEAR)",2024-02-10,612727,51517897,913952269,913952269
"6484","South-East Asian Region (SEAR)",2024-02-11,612727,51517897,913952269,913952269
"6485","South-East Asian Region (SEAR)",2024-02-12,612727,51517897,913952269,913952269
"6486","South-East Asian Region (SEAR)",2024-02-13,612727,51517897,913952269,913952269
"6487","South-East Asian Region (SEAR)",2024-02-14,612727,51517897,913952269,913952269
"6488","South-East Asian Region (SEAR)",2024-02-15,612727,51517897,913952269,913952269
"6489","South-East Asian Region (SEAR)",2024-02-16,612727,51517897,913952269,913952269
"6490","South-East Asian Region (SEAR)",2024-02-17,612727,51517897,913952269,913952269
"6491","South-East Asian Region (SEAR)",2024-02-18,612727,51517897,913952269,913952269
"6492","South-East Asian Region (SEAR)",2024-02-19,612727,51517897,913952269,913952269
"6493","South-East Asian Region (SEAR)",2024-02-20,612727,51517897,913952269,913952269
"6494","South-East Asian Region (SEAR)",2024-02-21,612727,51517897,913952269,913952269
"6495","South-East Asian Region (SEAR)",2024-02-22,612727,51517897,913952269,913952269
"6496","South-East Asian Region (SEAR)",2024-02-23,612727,51517897,913952269,913952269
"6497","South-East Asian Region (SEAR)",2024-02-24,612727,51517897,913952269,913952269
"6498","South-East Asian Region (SEAR)",2024-02-25,612727,51517897,913952269,913952269
"6499","South-East Asian Region (SEAR)",2024-02-26,612727,51517897,913952269,913952269
"6500","South-East Asian Region (SEAR)",2024-02-27,612727,51517897,913952269,913952269
"6501","South-East Asian Region (SEAR)",2024-02-28,612727,51517897,913952269,913952269
"6502","South-East Asian Region (SEAR)",2024-02-29,612727,51517897,913952269,913952269
"6503","South-East Asian Region (SEAR)",2024-03-01,612727,51517897,913952269,913952269
"6504","South-East Asian Region (SEAR)",2024-03-02,612727,51517897,913952269,913952269
"6505","South-East Asian Region (SEAR)",2024-03-03,612727,51517897,913952269,913952269
"6506","South-East Asian Region (SEAR)",2024-03-04,612727,51517897,913952269,913952269
"6507","South-East Asian Region (SEAR)",2024-03-05,612727,51517897,913952269,913952269
"6508","South-East Asian Region (SEAR)",2024-03-06,612727,51517897,913952269,913952269
"6509","South-East Asian Region (SEAR)",2024-03-07,612727,51517897,913952269,913952269
"6510","South-East Asian Region (SEAR)",2024-03-08,612727,51517897,913952269,913952269
"6511","South-East Asian Region (SEAR)",2024-03-09,612727,51517897,913952269,913952269
"6512","South-East Asian Region (SEAR)",2024-03-10,612727,51517897,913952269,913952269
"6513","South-East Asian Region (SEAR)",2024-03-11,612727,51517897,913952269,913952269
"6514","South-East Asian Region (SEAR)",2024-03-12,612727,51517897,913952269,913952269
"6515","South-East Asian Region (SEAR)",2024-03-13,612727,51517897,913952269,913952269
"6516","South-East Asian Region (SEAR)",2024-03-14,612727,51517897,913952269,913952269
"6517","South-East Asian Region (SEAR)",2024-03-15,612727,51517897,913952269,913952269
"6518","South-East Asian Region (SEAR)",2024-03-16,612727,51517897,913952269,913952269
"6519","South-East Asian Region (SEAR)",2024-03-17,612727,51517897,913952269,913952269
"6520","South-East Asian Region (SEAR)",2024-03-18,612727,51517897,913952269,913952269
"6521","South-East Asian Region (SEAR)",2024-03-19,612727,51517897,913952269,913952269
"6522","South-East Asian Region (SEAR)",2024-03-20,612727,51517897,913952269,913952269
"6523","South-East Asian Region (SEAR)",2024-03-21,612727,51517897,913952269,913952269
"6524","South-East Asian Region (SEAR)",2024-03-22,612727,51517897,913952269,913952269
"6525","South-East Asian Region (SEAR)",2024-03-23,612727,51517897,913952269,913952269
"6526","South-East Asian Region (SEAR)",2024-03-24,612727,51517897,913952269,913952269
"6527","South-East Asian Region (SEAR)",2024-03-25,612727,51517897,913952269,913952269
"6528","South-East Asian Region (SEAR)",2024-03-26,612727,51517897,913952269,913952269
"6529","South-East Asian Region (SEAR)",2024-03-27,612727,51517897,913952269,913952269
"6530","South-East Asian Region (SEAR)",2024-03-28,612727,51517897,913952269,913952269
"6531","South-East Asian Region (SEAR)",2024-03-29,612727,51517897,913952269,913952269
"6532","South-East Asian Region (SEAR)",2024-03-30,612727,51517897,913952269,913952269
"6533","South-East Asian Region (SEAR)",2024-03-31,612727,51517897,913952269,913952269
"6534","South-East Asian Region (SEAR)",2024-04-01,612727,51517897,913952269,913952269
"6535","South-East Asian Region (SEAR)",2024-04-02,612727,51517897,913952269,913952269
"6536","South-East Asian Region (SEAR)",2024-04-03,612727,51517897,913952269,913952269
"6537","South-East Asian Region (SEAR)",2024-04-04,612727,51517897,913952269,913952269
"6538","South-East Asian Region (SEAR)",2024-04-05,612727,51517897,913952269,913952269
"6539","South-East Asian Region (SEAR)",2024-04-06,612727,51517897,913952269,913952269
"6540","South-East Asian Region (SEAR)",2024-04-07,612727,51517897,913952269,913952269
"6541","South-East Asian Region (SEAR)",2024-04-08,612727,51517897,913952269,913952269
"6542","South-East Asian Region (SEAR)",2024-04-09,612727,51517897,913952269,913952269
"6543","South-East Asian Region (SEAR)",2024-04-10,612727,51517897,913952269,913952269
"6544","South-East Asian Region (SEAR)",2024-04-11,612727,51517897,913952269,913952269
"6545","South-East Asian Region (SEAR)",2024-04-12,612727,51517897,913952269,913952269
"6546","South-East Asian Region (SEAR)",2024-04-13,612727,51517897,913952269,913952269
"6547","South-East Asian Region (SEAR)",2024-04-14,612727,51517897,913952269,913952269
"6548","South-East Asian Region (SEAR)",2024-04-15,612727,51517897,913952269,913952269
"6549","South-East Asian Region (SEAR)",2024-04-16,612727,51517897,913952269,913952269
"6550","South-East Asian Region (SEAR)",2024-04-17,612727,51517897,913952269,913952269
"6551","South-East Asian Region (SEAR)",2024-04-18,612727,51517897,913952269,913952269
"6552","South-East Asian Region (SEAR)",2024-04-19,612727,51517897,913952269,913952269
"6553","South-East Asian Region (SEAR)",2024-04-20,612727,51517897,913952269,913952269
"6554","South-East Asian Region (SEAR)",2024-04-21,612727,51517897,913952269,913952269
"6555","South-East Asian Region (SEAR)",2024-04-22,612727,51517897,913952269,913952269
"6556","South-East Asian Region (SEAR)",2024-04-23,612727,51517897,913952269,913952269
"6557","South-East Asian Region (SEAR)",2024-04-24,612727,51517897,913952269,913952269
"6558","South-East Asian Region (SEAR)",2024-04-25,612727,51517897,913952269,913952269
"6559","South-East Asian Region (SEAR)",2024-04-26,612727,51517897,913952269,913952269
"6560","South-East Asian Region (SEAR)",2024-04-27,612727,51517897,913952269,913952269
"6561","South-East Asian Region (SEAR)",2024-04-28,612727,51517897,913952269,913952269
"6562","South-East Asian Region (SEAR)",2024-04-29,612727,51517897,913952269,913952269
"6563","South-East Asian Region (SEAR)",2024-04-30,612727,51517897,913952269,913952269
"6564","South-East Asian Region (SEAR)",2024-05-01,612727,51517897,913952269,913952269
"6565","South-East Asian Region (SEAR)",2024-05-02,612727,51517897,913952269,913952269
"6566","South-East Asian Region (SEAR)",2024-05-03,612727,51517897,913952269,913952269
"6567","South-East Asian Region (SEAR)",2024-05-04,612727,51517897,913952269,913952269
"6568","South-East Asian Region (SEAR)",2024-05-05,612727,51517897,913952269,913952269
"6569","South-East Asian Region (SEAR)",2024-05-06,612727,51517897,913952269,913952269
"6570","South-East Asian Region (SEAR)",2024-05-07,612727,51517897,913952269,913952269
"6571","South-East Asian Region (SEAR)",2024-05-08,612727,51517897,913952269,913952269
"6572","South-East Asian Region (SEAR)",2024-05-09,612727,51517897,913952269,913952269
"6573","South-East Asian Region (SEAR)",2024-05-10,612727,51517897,913952269,913952269
"6574","South-East Asian Region (SEAR)",2024-05-11,612727,51517897,913952269,913952269
"6575","South-East Asian Region (SEAR)",2024-05-12,612727,51517897,913952269,913952269
"6576","South-East Asian Region (SEAR)",2024-05-13,612727,51517897,913952269,913952269
"6577","South-East Asian Region (SEAR)",2024-05-14,612727,51517897,913952269,913952269
"6578","South-East Asian Region (SEAR)",2024-05-15,612727,51517897,913952269,913952269
"6579","South-East Asian Region (SEAR)",2024-05-16,612727,51517897,913952269,913952269
"6580","South-East Asian Region (SEAR)",2024-05-17,612727,51517897,913952269,913952269
"6581","South-East Asian Region (SEAR)",2024-05-18,612727,51517897,913952269,913952269
"6582","South-East Asian Region (SEAR)",2024-05-19,612727,51517897,913952269,913952269
"6583","South-East Asian Region (SEAR)",2024-05-20,612727,51517897,913952269,913952269
"6584","South-East Asian Region (SEAR)",2024-05-21,612727,51517897,913952269,913952269
"6585","South-East Asian Region (SEAR)",2024-05-22,612727,51517897,913952269,913952269
"6586","South-East Asian Region (SEAR)",2024-05-23,612727,51517897,913952269,913952269
"6587","South-East Asian Region (SEAR)",2024-05-24,612727,51517897,913952269,913952269
"6588","South-East Asian Region (SEAR)",2024-05-25,612727,51517897,913952269,913952269
"6589","South-East Asian Region (SEAR)",2024-05-26,612727,51517897,913952269,913952269
"6590","South-East Asian Region (SEAR)",2024-05-27,612727,51517897,913952269,913952269
"6591","South-East Asian Region (SEAR)",2024-05-28,612727,51517897,913952269,913952269
"6592","South-East Asian Region (SEAR)",2024-05-29,612727,51517897,913952269,913952269
"6593","South-East Asian Region (SEAR)",2024-05-30,612727,51517897,913952269,913952269
"6594","South-East Asian Region (SEAR)",2024-05-31,612727,51517897,913952269,913952269
"6595","South-East Asian Region (SEAR)",2024-06-01,612727,51517897,913952269,913952269
"6596","South-East Asian Region (SEAR)",2024-06-02,612727,51517897,913952269,913952269
"6597","South-East Asian Region (SEAR)",2024-06-03,612727,51517897,913952269,913952269
"6598","South-East Asian Region (SEAR)",2024-06-04,612727,51517897,913952269,913952269
"6599","South-East Asian Region (SEAR)",2024-06-05,612727,51517897,913952269,913952269
"6600","South-East Asian Region (SEAR)",2024-06-06,612727,51517897,913952269,913952269
"6601","South-East Asian Region (SEAR)",2024-06-07,612727,51517897,913952269,913952269
"6602","South-East Asian Region (SEAR)",2024-06-08,612727,51517897,913952269,913952269
"6603","South-East Asian Region (SEAR)",2024-06-09,612727,51517897,913952269,913952269
"6604","South-East Asian Region (SEAR)",2024-06-10,612727,51517897,913952269,913952269
"6605","South-East Asian Region (SEAR)",2024-06-11,612727,51517897,913952269,913952269
"6606","South-East Asian Region (SEAR)",2024-06-12,612727,51517897,913952269,913952269
"6607","South-East Asian Region (SEAR)",2024-06-13,612727,51517897,913952269,913952269
"6608","South-East Asian Region (SEAR)",2024-06-14,612727,51517897,913952269,913952269
"6609","South-East Asian Region (SEAR)",2024-06-15,612727,51517897,913952269,913952269
"6610","South-East Asian Region (SEAR)",2024-06-16,612727,51517897,913952269,913952269
"6611","South-East Asian Region (SEAR)",2024-06-17,612727,51517897,913952269,913952269
"6612","South-East Asian Region (SEAR)",2024-06-18,612727,51517897,913952269,913952269
"6613","South-East Asian Region (SEAR)",2024-06-19,612727,51517897,913952269,913952269
"6614","South-East Asian Region (SEAR)",2024-06-20,612727,51517897,913952269,913952269
"6615","South-East Asian Region (SEAR)",2024-06-21,612727,51517897,913952269,913952269
"6616","South-East Asian Region (SEAR)",2024-06-22,612727,51517897,913952269,913952269
"6617","South-East Asian Region (SEAR)",2024-06-23,612727,51517897,913952269,913952269
"6618","South-East Asian Region (SEAR)",2024-06-24,612727,51517897,913952269,913952269
"6619","South-East Asian Region (SEAR)",2024-06-25,612727,51517897,913952269,913952269
"6620","South-East Asian Region (SEAR)",2024-06-26,612727,51517897,913952269,913952269
"6621","South-East Asian Region (SEAR)",2024-06-27,612727,51517897,913952269,913952269
"6622","South-East Asian Region (SEAR)",2024-06-28,612727,51517897,913952269,913952269
"6623","South-East Asian Region (SEAR)",2024-06-29,612727,51517897,913952269,913952269
"6624","South-East Asian Region (SEAR)",2024-06-30,612727,51517897,913952269,913952269
"6625","South-East Asian Region (SEAR)",2024-07-01,612727,51517897,913952269,913952269
"6626","South-East Asian Region (SEAR)",2024-07-02,612727,51517897,913952269,913952269
"6627","South-East Asian Region (SEAR)",2024-07-03,612727,51517897,913952269,913952269
"6628","South-East Asian Region (SEAR)",2024-07-04,612727,51517897,913952269,913952269
"6629","South-East Asian Region (SEAR)",2024-07-05,612727,51517897,913952269,913952269
"6630","South-East Asian Region (SEAR)",2024-07-06,612727,51517897,913952269,913952269
"6631","South-East Asian Region (SEAR)",2024-07-07,612727,51517897,913952269,913952269
"6632","South-East Asian Region (SEAR)",2024-07-08,612727,51517897,913952269,913952269
"6633","South-East Asian Region (SEAR)",2024-07-09,612727,51517897,913952269,913952269
"6634","South-East Asian Region (SEAR)",2024-07-10,612727,51517897,913952269,913952269
"6635","South-East Asian Region (SEAR)",2024-07-11,612727,51517897,913952269,913952269
"6636","South-East Asian Region (SEAR)",2024-07-12,612727,51517897,913952269,913952269
"6637","South-East Asian Region (SEAR)",2024-07-13,612727,51517897,913952269,913952269
"6638","South-East Asian Region (SEAR)",2024-07-14,612727,51517897,913952269,913952269
"6639","South-East Asian Region (SEAR)",2024-07-15,612727,51517897,913952269,913952269
"6640","South-East Asian Region (SEAR)",2024-07-16,612727,51517897,913952269,913952269
"6641","South-East Asian Region (SEAR)",2024-07-17,612727,51517897,913952269,913952269
"6642","South-East Asian Region (SEAR)",2024-07-18,612727,51517897,913952269,913952269
"6643","South-East Asian Region (SEAR)",2024-07-19,612727,51517897,913952269,913952269
"6644","South-East Asian Region (SEAR)",2024-07-20,612727,51517897,913952269,913952269
